periodo,anio,fecha_descarga,distrito_fiscal,tipo_fiscalia,materia,especialidad,tipo_caso,especializada,ingresado,atendido,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte,año_descarga
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,58,54,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,17,17,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,840,774,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,14,14,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,428,352,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,1,0,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,103,103,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,74,74,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,TURISMO,385,385,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,15292,14700,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,27073,24873,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,5,3,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,11,11,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,682,682,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,473,434,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,2,2,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,208,200,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,FAMILIA,FAMILIA CIVIL,INCIDENTE,NO_TIPO_ESPECIALIZADA,3,3,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,52,51,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,2,2,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,44,41,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,510,508,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,31,31,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,623,620,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,1756,1596,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,NO_TIPO_ESPECIALIZADA,52,38,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,CONSULTAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,129,125,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,373,325,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,112,109,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,8,8,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,64,53,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,4,4,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,QUEJAS,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,208,205,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,CUSCO,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,1352,1247,80108,CUSCO,CUSCO,WANCHAQ,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,42,42,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,293,291,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,148,140,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,43,43,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,224,224,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,15,15,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,7,7,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,6,6,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,334,333,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,53,51,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,118,118,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,22,22,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,PENAL,PENAL,DENUNCIA,VIOLENCIA CONTRA LA MUJER Y LOS INTEGRANTES DEL GRUPO FAMILIAR,737,735,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,5240,5056,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,10,10,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,576,576,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,27,27,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,17,17,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,15,15,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,2,2,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,4,4,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,20,20,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,77,77,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,283,283,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,NO_TIPO_ESPECIALIZADA,1,1,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,8,8,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,62,62,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,5,5,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,17,17,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,7,7,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,12,12,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,6,5,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,8,8,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANCAVELICA,SUPERIOR,PENAL,PENAL,QUEJAS,NO_TIPO_ESPECIALIZADA,234,234,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,79,73,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,FAMILIA,ACTOS CONTRA LA LIBERTAD SEXUAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,491,464,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,945,918,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,FAMILIA,FAMILIA PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,966,892,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,363,352,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,1276,1244,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,106,106,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,DENUNCIA,NO_TIPO_ESPECIALIZADA,564,546,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,11,11,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,440,382,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,CONTRA LA CRIMINALIDAD ORGANIZADA,28,19,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,MATERIA AMBIENTAL,450,448,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,1,0,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRAFICO ILICITO DE DROGAS,437,432,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,DELITOS DE TRATA DE PERSONAS,110,109,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,74,73,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,30640,28675,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,DELITOS DE TRAFICO ILICITO DE DROGAS,1,0,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,1,1,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,MATERIA AMBIENTAL,174,174,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,573,573,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,PROVINCIAL,PENAL,PENAL,INVESTIGACION PREVENTIVA,NO_TIPO_ESPECIALIZADA,526,516,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,CIVIL,CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,7,6,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,FAMILIA,FAMILIA CIVIL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,84,81,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,FAMILIA,FAMILIA PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,58,57,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,FAMILIA,FAMILIA PENAL,INCIDENTE,NO_TIPO_ESPECIALIZADA,4,4,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,FAMILIA,FAMILIA TUTELAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,10,10,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,125,122,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,FAMILIA,VIOLENCIA FAMILIAR,INCIDENTE,NO_TIPO_ESPECIALIZADA,52,48,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,62,40,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,APELACION DENUNCIA,NO_TIPO_ESPECIALIZADA,1005,1005,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,DELITOS DE CORRUPCION DE FUNCIONARIOS,12,7,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,APELACION EXPEDIENTE,NO_TIPO_ESPECIALIZADA,1,1,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,CONSULTAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,22,18,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,CONSULTAS,NO_TIPO_ESPECIALIZADA,366,366,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,DENUNCIA,DELITOS DE CORRUPCION DE FUNCIONARIOS,6,5,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,DENUNCIA,NO_TIPO_ESPECIALIZADA,55,54,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,DELITOS DE CORRUPCION DE FUNCIONARIOS,2,2,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,EXCLUSION FISCAL,NO_TIPO_ESPECIALIZADA,46,46,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,EXPEDIENTE,NO_TIPO_ESPECIALIZADA,245,242,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,INCIDENTE-EXPEDIENTE,NO_TIPO_ESPECIALIZADA,12,11,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
ENERO - DICIEMBRE,2022,2023-06-01,HUANUCO,SUPERIOR,PENAL,PENAL,QUEJAS,DELITOS DE CORRUPCION DE FUNCIONARIOS,57,57,100101,HUANUCO,HUANUCO,HUANUCO,2023-06-15,2023
